"x","y","z"
-1.5343225525316,-0.0921832691978163,"1"
-0.223285433583494,-1.1558651139564,"1"
-1.51655789646686,1.47899557603568,"1"
-1.18800418979723,-2.70090152254372,"1"
0.575566008892901,-1.58183603949309,"1"
-1.35113518922682,-0.429510250217256,"1"
-1.40391076228113,-0.595520026032247,"1"
-2.68348651195168,-1.56465618996262,"1"
0.0816031499731185,-1.46956840699969,"1"
-0.369906306137005,-1.68416527199937,"1"
-1.00693187605969,0.0519103850531812,"1"
-3.90472984612995,0.301617491192863,"1"
1.54551850265089,-2.57331218007786,"1"
-1.0571649681302,-1.21422887497976,"1"
-1.0109905244323,-1.90785724485928,"1"
-0.517819948404836,-1.10069503391102,"1"
-2.28369001770615,0.656889943244783,"1"
0.797220562910101,-2.37444311723453,"1"
-1.64545237795074,-0.78006404732638,"1"
-1.41349545012794,-0.281652097269146,"1"
-0.427400467817701,-1.81403412123779,"1"
-1.4362177635107,-1.50899174730203,"1"
0.0985959937190257,-2.01667696927132,"1"
-1.90662875936835,0.041888358041446,"1"
-0.0785981952634887,0.16226863714859,"1"
-1.19677771026769,-0.939369921049687,"1"
-0.0589540271692128,-1.96625186411705,"1"
-0.397178132719897,-1.55976252467887,"1"
-0.176250889008039,-1.83411192785809,"1"
-1.06720633742092,-1.32587635127622,"1"
0.0170700744973067,0.0691233428523914,"1"
-0.399196873093086,0.630650372958616,"1"
-1.70796911114649,-0.910921958792403,"1"
-1.3273580245547,-0.0232389990972952,"1"
-2.48516720004539,-2.74992650802468,"1"
-2.47754329565606,-0.984595640087179,"1"
-0.762213579001731,-1.1972259008127,"1"
-1.09987424483443,-2.84916131209695,"1"
-1.18128399253677,-0.854001933936639,"1"
-2.04821658103622,-1.88298834996924,"1"
-0.312813260315084,1.18683228754283,"1"
-0.37439254136789,-1.34479955785267,"1"
-1.55099831609289,-1.91988351946659,"1"
-2.57744968097399,0.98863436448652,"1"
-1.23038048377773,-2.32222928969758,"1"
-0.101783111348242,-0.999875372932945,"1"
-0.59919745806923,-1.75213337921381,"1"
0.267048653287465,-1.46923612494865,"1"
-2.7610666484796,-1.20422661841338,"1"
-1.79407837199412,0.532872551528752,"1"
-1.20770084125348,-2.26407544512626,"1"
-0.437713068841458,-0.0815122929348455,"1"
-1.87312164768708,-1.84562844991963,"1"
-1.61790179626711,-1.60920937741356,"1"
-1.35280971363463,0.18173960145872,"1"
-1.8690154674744,0.811715308494092,"1"
-0.112595095408158,-1.03948748034869,"1"
-2.4766994938134,-0.625367593427937,"1"
-1.2505853339316,-1.62257303523082,"1"
-1.08011564343178,-0.375799699054335,"1"
-1.36897294279819,-0.839766407523243,"1"
-1.31008994737129,-0.936359297245664,"1"
0.366742541541586,-2.09562876042367,"1"
-0.089432378710759,-0.298129797700418,"1"
0.0447199860396588,-2.5736783898967,"1"
-0.869426205263181,-1.70354560845562,"1"
-2.50860401479996,-0.564553407428834,"1"
-1.31426203853436,-1.55711701636986,"1"
-0.464055593253345,-1.5774326208509,"1"
-0.769534105088539,-0.48756784370365,"1"
-1.37131896305268,-1.08587760360779,"1"
-0.70828296104238,-1.89963880671892,"1"
-0.0369568927758432,-0.464521444068574,"1"
-2.16738205603053,-0.297276232551423,"1"
-0.128048528263104,-2.72095077290094,"1"
0.45355771007458,-0.402394175890462,"1"
-0.688886693242203,-1.20895933394646,"1"
0.600683790058295,-1.60166059605154,"1"
-1.33339535539634,-2.4489806764614,"1"
-0.624542111337342,-2.53036391694339,"1"
-2.29284047170168,-1.02872304344837,"1"
0.423014066612982,-2.44922681434513,"1"
-1.65688890871826,-1.1276164359915,"1"
-0.27892868562539,-1.79577669929498,"1"
1.0900673379375,-0.500603749870275,"1"
-1.21446624342112,-1.34788332141479,"1"
0.0151809560501959,-1.28992815227015,"1"
0.338129519066472,-0.209090811831748,"1"
0.225382378288948,-1.48581321619667,"1"
-0.77566320215029,-0.470460703722076,"1"
-1.54204773623372,-0.34817656651124,"1"
-1.33034571357382,-0.373994329075036,"1"
-1.37327658666323,0.898416278339959,"1"
0.0668609517592869,0.284546327374193,"1"
-1.43905779735441,-0.793519915124472,"1"
-0.4620712522928,-2.12281159945924,"1"
-2.41406002242582,1.76081613271772,"1"
-0.943501892420187,-0.799716169702082,"1"
-1.99955597418496,-0.0559014763026493,"1"
-0.381131791479687,-1.7957678238396,"1"
0.237536770163498,-1.1928673936811,"1"
0.590801576179151,-0.659771756501302,"1"
-1.63120799883694,-2.23571860717329,"1"
-2.28034925406267,-0.432640884966871,"1"
-2.01290765987776,0.776287643104287,"1"
-2.15161252730813,-2.1574512415788,"1"
1.11476115780503,-0.692940405775619,"1"
-0.644776263541584,-3.00090843919017,"1"
-0.384883605153133,-0.501294158682207,"1"
-2.41890920769123,-0.0222044514566253,"1"
-2.34499322417448,-1.34234317815181,"1"
-2.34372056509816,-0.246034502572881,"1"
0.237822505940094,-1.37898382175972,"1"
-1.85317944053017,-1.49370272759048,"1"
-0.187424641096737,-0.604679668547742,"1"
-1.69216510856458,0.651095163023417,"1"
-1.25392073128736,-0.925214149843625,"1"
-0.490792213327512,-0.550754319813271,"1"
-0.576155091268408,-3.15616925260986,"1"
-2.39654515597607,0.0252700534607659,"1"
0.771576275700325,-1.19695838404758,"1"
0.268271113253285,-2.23112004484272,"1"
-1.09081443679135,-1.53847223276491,"1"
1.37287378286243,-0.227034295625171,"1"
-2.67556310207726,-2.47389800726046,"1"
-0.343160593082213,-2.05243180388718,"1"
-1.09822176657331,-1.98250663146407,"1"
-1.7622376894737,-1.17352506449366,"1"
0.00265370461036474,-0.820366788069321,"1"
-2.57460548262025,-0.872963542467298,"1"
-2.41390196553075,-1.55492906366177,"1"
-1.92423753626792,-0.88752684054753,"1"
-2.17979316850317,0.883980089607324,"1"
-1.31825537512607,-0.283214114060063,"1"
-0.899567786130764,-1.81770213093819,"1"
-1.13893235834729,-0.175080236430209,"1"
-2.32606998086571,-1.41536980907299,"1"
-1.11491780561432,-0.726119664812644,"1"
-3.3633008934798,-0.674668928152419,"1"
-2.50243880620808,0.20795837118086,"1"
-1.70476487335581,-0.973304337431023,"1"
-1.74912276067276,-1.49976528975658,"1"
1.47994352257374,-2.34070185613056,"1"
-0.732246286290445,-1.60203605545886,"1"
-1.77741202166989,0.425327087480225,"1"
-0.457259169149262,-1.30752387016906,"1"
-1.73831690422568,-0.581987487996791,"1"
-0.611866685785243,-1.69863022578631,"1"
0.394192072669608,-0.938723236521483,"1"
-1.03875439368998,-2.29604533412806,"1"
2.26775926361123,-1.38041152986566,"1"
-1.03169588097537,-0.872518271354339,"1"
-0.197938377209199,-0.684927978317129,"1"
-0.609696667387938,-1.10020934690281,"1"
-0.796067781292263,-1.4903999372575,"1"
-1.21678421634852,0.535009007160364,"1"
-1.15627470150817,-2.30984452903318,"1"
-2.18105752777203,-2.59249298167284,"1"
